department,catalogNumber,description,catoid,groupEntoid,groupNavoid,groupShortTitle,groupLongTitle
ENTR,4398,Independent Study in Entrepreneurship,44,3308,15940,Business,C.T. Bauer College of Business
FINA,3332,Principles of Financial Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4310,Behavioral Finance,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4320,Investment Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4323,Investments and Mutual Fund Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4325,Retirement and Estate Planning,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4326,Private Equity and Investment Banking,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4328,Principles of Personal Finance,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4329,Life Insurance and Annuities,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4330,Corporate Finance,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4334,Managerial Analysis,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4335,Brainstorming to Bankrolling,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4336,Consulting to Meet Small Business Needs,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4341,Commercial Bank Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4342,Financial Evaluation of Corporate Reports,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4343,Credit Analysis,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4350,Derivatives I: Options,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4351,"Derivatives II: Forwards, Futures and Swaps",44,3308,15940,Business,C.T. Bauer College of Business
FINA,4352,Financial Planning for Professionals,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4353,Practicum in Personal Financial Planning,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4354,Risk Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4355,International Risk Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4356,Insurance Operations,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4357,Commercial Liability,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4358,Commercial Property,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4359,Energy Insurance and Risk Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4360,International Financial Management,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4370,Energy Trading,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4371,Energy Value Chain,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4372,Upstream Economics,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4373,Petrochemical and Refining Economics,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4374,Energy Analysis,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4376,Energy Trading Systems,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4377,Risk Financing,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4380,Real Estate Finance and Investment,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4381,Essentials of Real Estate Principles,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4382,Developing a Real Estate Project,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4383,Real Estate Market Research and Valuation,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4384,Real Estate Financial Modeling,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4385,Mastery of Real Estate,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4389,Multifamily Real Estate,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4396,Finance Internship,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4397,Selected Topics in Finance,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4398,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
FINA,4399,Senior Honor Thesis,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5303,Professional Accounting Communication,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5304,Business Ethics for Accountants,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5305,Commercial Law,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5335,Brainstorming to Bankrolling,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5336,Consulting to Meet Small Business Needs,44,3308,15940,Business,C.T. Bauer College of Business
GENB,5397,Selected Topics in Business,44,3308,15940,Business,C.T. Bauer College of Business
INTB,3350,Introduction To International Business,44,3308,15940,Business,C.T. Bauer College of Business
INTB,3355,Global Environment of Business,44,3308,15940,Business,C.T. Bauer College of Business
INTB,3361,Global Engagement and Research,44,3308,15940,Business,C.T. Bauer College of Business
INTB,4397,Selected Topics in Inb,44,3308,15940,Business,C.T. Bauer College of Business
INTB,4398,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MANA,3335,Introduction to Organizational Behavior and Management,44,3308,15940,Business,C.T. Bauer College of Business
MANA,3399,Senior Honor Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4310,Behavioral Finance,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4330,Introduction to Strategic Human Resource Management,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4331,Current Issues Human Res Mgmt,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4333,Current Issues in Mgmt,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4336,Legal and Ethical Environment of HR Management,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4337,Stress and Work,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4338,Performance Management Systems,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4341,Leading Organizational Change,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4346,Leadership Development,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4347,Ethics and Corp Soc Respon.,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4348,Global Leadership,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4350,International Management,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4353,Mgmt Training and Career Devel,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4354,Equal Employment Opportunity Commission Internship,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4355,Selection and Staffing,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4356,Managing Diversity,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4358,Compensation and Benefits,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4385,Introduction to Strategic Management,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4396,Management Internship,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4397,Selected Topics in Mana,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4398,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MANA,4399,Senior Honor Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MARK,3336,Introduction to Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,3337,Professional Selling,44,3308,15940,Business,C.T. Bauer College of Business
MARK,3338,Introduction to Marketing Analytics,44,3308,15940,Business,C.T. Bauer College of Business
MARK,3365,Introduction to Digital Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,3399,Senior Honor Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4197,Selected Topics in Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4198,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4298,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4332,Social Media Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4333,Search Engine Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4334,Digital Marketing Agency,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4338,Marketing Research,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4339,Marketing Analytics,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4362,Applied Buyer Behavior,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4363,International Marketing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4367,Advertising and Promotion Mgt,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4368,Pricing,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4373,Advanced Professional Selling,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4374,Sales Management,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4375,Key Account Selling,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4376,Sales CRM,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4377,Sales for Social Impact,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4378,Selling Financial Services,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4379,Personal Branding,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4380,Digital Selling,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4389,Marketing Strategy and Planning,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4390,Marketing for Non-Profit Orgs,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4396,Marketing Internship,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4397,Selected Topics in Mkt,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4398,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MARK,4399,Senior Honor Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MIS,3360,Systems Analysis and Design,44,3308,15940,Business,C.T. Bauer College of Business
MIS,3370,Information Systems Development Tools,44,3308,15940,Business,C.T. Bauer College of Business
MIS,3371,Transaction Processing Systems I,44,3308,15940,Business,C.T. Bauer College of Business
MIS,3376,Business Applications of Database Management I,44,3308,15940,Business,C.T. Bauer College of Business
MIS,3399,Senior Honors Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4372,Transaction Processing Systems II,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4374,Information Technology Project Management,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4378,Admin of Computer-Based MIS,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4381,Management of Information Security,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4386,Business Applications of Database Management II,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4390,Energy Trading Systems,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4396,Management Information Systems Internship,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4397,Selected Topics in Management Information Systems,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4398,Independent Study,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4399,Senior Honors Thesis,44,3308,15940,Business,C.T. Bauer College of Business
MIS,4477,Network and Security Infrastructure,44,3308,15940,Business,C.T. Bauer College of Business
SCM,3301,Supply Chain Management Fundamentals,44,3308,15940,Business,C.T. Bauer College of Business
SCM,3399,Senior Honors Thesis,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4301,Logistics Management,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4302,Energy Supply Chain,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4311,Project Management,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4330,Business Modeling and Decision Analysis,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4350,Strategic Supply Management,44,3308,15940,Business,C.T. Bauer College of Business
SCM,4351,Strategic Sourcing and Spend Analysis,44,3308,15940,Business,C.T. Bauer College of Business
